Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,Date,Time,Age_Category,Time_Status
2023-06-09 20:12:57-05:30,21,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,09/06/2023,20:12:57,Young Adult (18-25),Evening
2023-06-09 20:13:37-05:30,17,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,3,Sometimes,3,2,Competitive prices,Customer service responsiveness,09/06/2023,20:13:37,Minor (<18),Evening
2023-06-09 20:14:09-05:30,34,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,Sometimes,2,Sometimes,3,3,Competitive prices,Product quality and accuracy,09/06/2023,20:14:09,Adult (26-40),Evening
2023-06-09 20:19:20-05:30,46,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,09/06/2023,20:19:20,Middle-Aged Adult (41-60),Evening
2023-06-09 20:21:07-05:30,54,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Product quality and accuracy,09/06/2023,20:21:07,Middle-Aged Adult (41-60),Evening
2023-06-09 20:30:03-05:30,56,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,09/06/2023,20:30:03,Middle-Aged Adult (41-60),Evening
2023-06-09 20:36:37-05:30,50,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Shipping speed and reliability,09/06/2023,20:36:37,Middle-Aged Adult (41-60),Evening
2023-06-09 20:37:36-05:30,56,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,4,Sometimes,3,3,Product recommendations,Reducing packaging waste,09/06/2023,20:37:36,Middle-Aged Adult (41-60),Evening
2023-06-09 20:38:38-05:30,22,Prefer not to say,Few times a month,Clothing and Fashion,Yes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness,09/06/2023,20:38:38,Young Adult (18-25),Evening
2023-06-09 20:39:41-05:30,25,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,09/06/2023,20:39:41,Young Adult (18-25),Evening
2023-06-09 20:40:36-05:30,23,Male,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,09/06/2023,20:40:36,Young Adult (18-25),Evening
2023-06-09 20:46:30-05:30,23,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,09/06/2023,20:46:30,Young Adult (18-25),Evening
2023-06-09 20:47:31-05:30,56,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,09/06/2023,20:47:31,Middle-Aged Adult (41-60),Evening
2023-06-09 20:48:25-05:30,56,Female,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,09/06/2023,20:48:25,Middle-Aged Adult (41-60),Evening
2023-06-09 20:49:53-05:30,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,09/06/2023,20:49:53,Young Adult (18-25),Evening
2023-06-09 20:52:15-05:30,56,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,No,4,Sometimes,3,3,Product recommendations,Reducing packaging waste,09/06/2023,20:52:15,Middle-Aged Adult (41-60),Evening
2023-06-09 20:53:38-05:30,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Multiple times a day,,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,09/06/2023,20:53:38,Young Adult (18-25),Evening
2023-06-09 20:54:36-05:30,45,Female,Few times a month,Home and Kitchen,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,09/06/2023,20:54:36,Middle-Aged Adult (41-60),Evening
2023-06-09 20:55:33-05:30,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,4,3,Wide product selection,Customer service responsiveness,09/06/2023,20:55:33,Young Adult (18-25),Evening
2023-06-09 20:56:38-05:30,23,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,09/06/2023,20:56:38,Young Adult (18-25),Evening
2023-06-09 21:58:30-05:30,34,Prefer not to say,Few times a month,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,2,Sometimes,1,3,Product recommendations,Customer service responsiveness,09/06/2023,21:58:30,Adult (26-40),Night
2023-06-09 21:58:58-05:30,34,Female,Few times a month,Clothing and Fashion,No,Few times a week,,First page,2,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Sometimes,2,Sometimes,2,2,Product recommendations,Reducing packaging waste,09/06/2023,21:58:58,Adult (26-40),Night
2023-06-09 21:59:23-05:30,45,Others,Few times a month,Beauty and Personal Care,No,Few times a month,,First page,2,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,Sometimes,3,2,Competitive prices,Product quality and accuracy,09/06/2023,21:59:23,Middle-Aged Adult (41-60),Night
2023-06-09 21:59:50-05:30,33,Prefer not to say,Once a week,Beauty and Personal Care,No,Few times a month,,Multiple pages,1,No,Rarely,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,Yes,2,2,Competitive prices,Product quality and accuracy,09/06/2023,21:59:50,Adult (26-40),Night
2023-06-09 22:00:15-05:30,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,2,Sometimes,2,1,Competitive prices,Reducing packaging waste,09/06/2023,22:00:15,Adult (26-40),Night
2023-06-09 22:00:40-05:30,45,Prefer not to say,Once a week,Beauty and Personal Care,Sometimes,Few times a month,,First page,3,Maybe,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness,09/06/2023,22:00:40,Middle-Aged Adult (41-60),Night
2023-06-09 22:01:06-05:30,45,Male,Few times a month,Beauty and Personal Care,No,Few times a week,,First page,2,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Heavily,No,3,Sometimes,3,3,Product recommendations,Product quality and accuracy,09/06/2023,22:01:06,Middle-Aged Adult (41-60),Night
2023-06-09 22:01:33-05:30,34,Female,Once a week,Clothing and Fashion,No,Few times a week,,First page,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,2,Sometimes,2,3,Competitive prices,Customer service responsiveness,09/06/2023,22:01:33,Adult (26-40),Night
2023-06-09 22:02:00-05:30,67,Prefer not to say,Few times a month,Home and Kitchen,Sometimes,Few times a week,,Multiple pages,3,No,Sometimes,High shipping costs,Sometimes,Yes,Rarely,Sometimes,2,Sometimes,4,2,Product recommendations,Reducing packaging waste,09/06/2023,22:02:00,Senior Citizen (>60),Night
2023-06-09 22:02:28-05:30,34,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste,09/06/2023,22:02:28,Adult (26-40),Night
2023-06-09 22:02:56-05:30,45,Others,Less than once a month,Beauty and Personal Care,No,Few times a week,,First page,4,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,2,Product recommendations,Customer service responsiveness,09/06/2023,22:02:56,Middle-Aged Adult (41-60),Night
2023-06-09 22:03:19-05:30,23,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Reducing packaging waste,09/06/2023,22:03:19,Young Adult (18-25),Night
2023-06-10 00:52:11-05:30,21,Prefer not to say,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,10/06/2023,00:52:11,Young Adult (18-25),Night
2023-06-10 00:53:09-05:30,23,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,4,4,User-friendly website/app interface,Customer service responsiveness,10/06/2023,00:53:09,Young Adult (18-25),Night
2023-06-10 00:54:06-05:30,23,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Yes,3,3,Competitive prices,Reducing packaging waste,10/06/2023,00:54:06,Young Adult (18-25),Night
2023-06-10 00:54:57-05:30,42,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,10/06/2023,00:54:57,Middle-Aged Adult (41-60),Night
2023-06-10 00:56:02-05:30,23,Prefer not to say,Once a week,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,3,Product recommendations,Shipping speed and reliability,10/06/2023,00:56:02,Young Adult (18-25),Night
2023-06-10 00:57:00-05:30,23,Prefer not to say,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a month,,Multiple pages,3,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness,10/06/2023,00:57:00,Young Adult (18-25),Night
2023-06-10 00:58:09-05:30,25,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,others,Rarely,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,10/06/2023,00:58:09,Young Adult (18-25),Night
2023-06-10 16:19:42-05:30,40,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,Yes,2,1,Wide product selection,Product quality and accuracy,10/06/2023,16:19:42,Adult (26-40),Afternoon
2023-06-10 20:10:34-05:30,23,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,10/06/2023,20:10:34,Young Adult (18-25),Evening
2023-06-10 20:11:51-05:30,23,Female,Multiple times a week,Clothing and Fashion,Sometimes,Few times a month,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste,10/06/2023,20:11:51,Young Adult (18-25),Evening
2023-06-11 04:51:59-05:30,27,Male,Less than once a month,Clothing and Fashion,Sometimes,Rarely,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,3,Sometimes,2,2,Wide product selection,Product quality and accuracy,11/06/2023,04:51:59,Adult (26-40),Night
2023-06-11 15:01:41-05:30,39,Male,Once a month,Home and Kitchen,Sometimes,Few times a week,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,Yes,Moderately,Yes,1,Yes,2,1,All the above,Reducing packaging waste,11/06/2023,15:01:41,Adult (26-40),Afternoon
2023-06-11 15:23:31-05:30,32,Female,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Yes,5,Yes,1,2,Competitive prices,Shipping speed and reliability,11/06/2023,15:23:31,Adult (26-40),Afternoon
2023-06-11 19:37:39-05:30,36,Female,Less than once a month,Home and Kitchen,No,Rarely,,Multiple pages,1,Maybe,Sometimes,others,Sometimes,No,Rarely,Yes,2,Yes,1,2,Wide product selection,Product quality and accuracy,11/06/2023,19:37:39,Adult (26-40),Evening
2023-06-12 02:45:38-05:30,40,Female,Once a month,Clothing and Fashion,Yes,Rarely,,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,5,Yes,5,4,Product recommendations,Customer service responsiveness,12/06/2023,02:45:38,Adult (26-40),Night
2023-06-12 04:12:48-05:30,23,Male,Once a month,Clothing and Fashion,Sometimes,Rarely,,First page,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,3,Sometimes,3,1,Product recommendations,Customer service responsiveness,12/06/2023,04:12:48,Young Adult (18-25),Night
2023-06-12 04:13:19-05:30,45,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a month,,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Sometimes,3,Sometimes,1,1,Competitive prices,Reducing packaging waste,12/06/2023,04:13:19,Middle-Aged Adult (41-60),Night
2023-06-12 04:14:01-05:30,45,Prefer not to say,Few times a month,Clothing and Fashion,Yes,Multiple times a day,,Multiple pages,2,Yes,Often,High shipping costs,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy,12/06/2023,04:14:01,Middle-Aged Adult (41-60),Night
2023-06-12 04:14:46-05:30,45,Prefer not to say,Few times a month,Beauty and Personal Care,Yes,Few times a month,,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,2,Sometimes,2,1,Wide product selection,Product quality and accuracy,12/06/2023,04:14:46,Middle-Aged Adult (41-60),Night
2023-06-12 04:15:34-05:30,45,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Multiple times a day,,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Often,Yes,Heavily,No,1,Sometimes,3,1,Product recommendations,Reducing packaging waste,12/06/2023,04:15:34,Middle-Aged Adult (41-60),Night
2023-06-12 04:17:42-05:30,45,Female,Few times a month,Clothing and Fashion,No,Multiple times a day,,First page,1,No,Sometimes,Found a better price elsewhere,Never,No,Moderately,Sometimes,4,No,4,4,User-friendly website/app interface,Shipping speed and reliability,12/06/2023,04:17:42,Middle-Aged Adult (41-60),Night
2023-06-12 04:18:27-05:30,32,Male,Once a month,Clothing and Fashion;Home and Kitchen,No,Rarely,,First page,4,Maybe,Rarely,High shipping costs,Sometimes,Yes,Occasionally,No,2,No,3,5,Competitive prices,Customer service responsiveness,12/06/2023,04:18:27,Adult (26-40),Night
2023-06-12 04:19:05-05:30,34,Prefer not to say,Once a month,Home and Kitchen,Sometimes,Few times a month,,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,3,No,3,2,Competitive prices,Reducing packaging waste,12/06/2023,04:19:05,Adult (26-40),Night
2023-06-12 04:19:49-05:30,54,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,3,No,2,3,Competitive prices,Reducing packaging waste,12/06/2023,04:19:49,Middle-Aged Adult (41-60),Night
2023-06-12 04:20:44-05:30,25,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,3,No,2,2,Product recommendations,Customer service responsiveness,12/06/2023,04:20:44,Young Adult (18-25),Night
2023-06-12 04:21:27-05:30,26,Others,Once a month,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,,First page,4,Maybe,Often,Found a better price elsewhere,Rarely,No,Occasionally,Sometimes,3,No,2,2,Product recommendations,Product quality and accuracy,12/06/2023,04:21:27,Adult (26-40),Night
2023-06-12 04:22:06-05:30,36,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,,First page,3,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,3,No,2,2,Competitive prices,Reducing packaging waste,12/06/2023,04:22:06,Adult (26-40),Night
2023-06-12 04:22:47-05:30,22,Male,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,,First page,2,No,Often,Found a better price elsewhere,Always,No,Occasionally,Sometimes,2,No,2,2,Competitive prices,Customer service responsiveness,12/06/2023,04:22:47,Young Adult (18-25),Night
2023-06-12 04:23:44-05:30,34,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,,First page,1,Yes,Often,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,2,Sometimes,2,2,Competitive prices,Product quality and accuracy,12/06/2023,04:23:44,Adult (26-40),Night
2023-06-12 04:24:33-05:30,35,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,2,Sometimes,2,3,Wide product selection,Customer service responsiveness,12/06/2023,04:24:33,Adult (26-40),Night
2023-06-12 04:25:58-05:30,34,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,,Multiple pages,4,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,2,Sometimes,5,4,Competitive prices,Reducing packaging waste,12/06/2023,04:25:58,Adult (26-40),Night
2023-06-12 04:26:58-05:30,21,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,,First page,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Never,No,5,No,5,4,Product recommendations,Product quality and accuracy,12/06/2023,04:26:58,Young Adult (18-25),Night
2023-06-12 04:27:34-05:30,24,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,,First page,5,No,Never,others,Never,No,Never,No,5,No,5,5,User-friendly website/app interface,Reducing packaging waste,12/06/2023,04:27:34,Young Adult (18-25),Night
2023-06-12 04:28:09-05:30,26,Prefer not to say,Less than once a month,Home and Kitchen;others,No,Rarely,,First page,5,No,Never,others,Never,No,Never,No,5,No,5,5,User-friendly website/app interface,Product quality and accuracy,12/06/2023,04:28:09,Adult (26-40),Night
2023-06-12 04:28:52-05:30,36,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,,First page,5,Maybe,Rarely,others,Never,No,Rarely,No,4,No,5,4,Wide product selection,Customer service responsiveness,12/06/2023,04:28:52,Adult (26-40),Night
2023-06-12 04:29:30-05:30,36,Female,Once a month,Groceries and Gourmet Food,Sometimes,Few times a month,,First page,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,3,Sometimes,3,3,Competitive prices,Reducing packaging waste,12/06/2023,04:29:30,Adult (26-40),Night
2023-06-12 04:30:11-05:30,28,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,4,Product recommendations,Reducing packaging waste,12/06/2023,04:30:11,Adult (26-40),Night
2023-06-12 04:31:04-05:30,40,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,3,No,2,3,Wide product selection,Shipping speed and reliability,12/06/2023,04:31:04,Adult (26-40),Night
2023-06-12 04:32:11-05:30,50,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,3,Sometimes,4,3,Product recommendations,Reducing packaging waste,12/06/2023,04:32:11,Middle-Aged Adult (41-60),Night
2023-06-12 04:32:55-05:30,27,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,2,No,2,3,Wide product selection,Product quality and accuracy,12/06/2023,04:32:55,Adult (26-40),Night
2023-06-12 04:33:34-05:30,27,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,3,Sometimes,3,4,Wide product selection,Shipping speed and reliability,12/06/2023,04:33:34,Adult (26-40),Night
2023-06-12 04:34:17-05:30,45,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,2,Yes,2,3,Product recommendations,Product quality and accuracy,12/06/2023,04:34:17,Middle-Aged Adult (41-60),Night
2023-06-12 04:34:55-05:30,46,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,2,Yes,2,3,Competitive prices,Reducing packaging waste,12/06/2023,04:34:55,Middle-Aged Adult (41-60),Night
2023-06-12 04:35:38-05:30,60,Prefer not to say,Less than once a month,Home and Kitchen;others,Sometimes,Few times a month,,First page,4,Yes,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,4,No,3,4,Product recommendations,Customer service responsiveness,12/06/2023,04:35:38,Middle-Aged Adult (41-60),Night
2023-06-12 04:36:16-05:30,32,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,,First page,1,Yes,Always,Found a better price elsewhere,Often,No,Occasionally,No,2,No,2,4,Wide product selection,Reducing packaging waste,12/06/2023,04:36:16,Adult (26-40),Night
2023-06-12 04:36:52-05:30,45,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,2,No,Sometimes,others,Sometimes,No,Rarely,No,3,No,2,2,Competitive prices,Customer service responsiveness,12/06/2023,04:36:52,Middle-Aged Adult (41-60),Night
2023-06-12 04:37:31-05:30,25,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,,Multiple pages,3,No,Often,Found a better price elsewhere,Often,No,Occasionally,Yes,2,No,2,2,Product recommendations,Customer service responsiveness,12/06/2023,04:37:31,Young Adult (18-25),Night
2023-06-12 04:38:35-05:30,37,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,3,No,2,3,Product recommendations,Shipping speed and reliability,12/06/2023,04:38:35,Adult (26-40),Night
2023-06-12 04:39:33-05:30,37,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,1,No,2,3,Product recommendations,Customer service responsiveness,12/06/2023,04:39:33,Adult (26-40),Night
2023-06-12 04:40:14-05:30,32,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,2,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,2,No,2,3,Product recommendations,Customer service responsiveness,12/06/2023,04:40:14,Adult (26-40),Night
2023-06-12 04:40:59-05:30,56,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,2,No,2,2,Product recommendations,Reducing packaging waste,12/06/2023,04:40:59,Middle-Aged Adult (41-60),Night
2023-06-12 04:45:03-05:30,34,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,3,No,3,2,Product recommendations,Customer service responsiveness,12/06/2023,04:45:03,Adult (26-40),Night
2023-06-12 04:45:37-05:30,21,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,,First page,3,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,2,Yes,1,1,Wide product selection,Product quality and accuracy,12/06/2023,04:45:37,Young Adult (18-25),Night
